route_key	major	minor	n_events	n_blocks	min_loss	blocks
7_7.38116	7	7	12	2	0	2+2/1;2+3/0
7_7.38117	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38118	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38119	7	7	12	2	1	2+2/1;3+3/1
7_7.3812	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38120	7	7	12	1	1	2+2/1
7_7.38121	7	7	12	1	1	2+2/1
7_7.38122	7	7	12	1	1	2+2/1
7_7.38123	7	7	12	1	1	2+2/1
7_7.38124	7	7	12	2	1	2+2/1;3+3/1
7_7.38125	7	7	12	2	1	2+2/1;3+3/1
7_7.38126	7	7	12	1	1	2+2/1
7_7.38127	7	7	12	2	1	2+2/1;3+3/1
7_7.38128	7	7	12	2	1	2+2/1;3+3/1
7_7.38129	7	7	12	2	1	2+2/1;3+3/1
7_7.3813	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38130	7	7	12	1	1	2+2/1
7_7.38131	7	7	12	1	1	2+2/1
7_7.38132	7	7	12	2	1	2+2/1;3+3/1
7_7.38133	7	7	12	2	1	2+2/1;3+3/1
7_7.38134	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38135	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38136	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38137	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38138	7	7	12	2	0	2+2/1;2+3/0
7_7.38139	7	7	12	2	0	2+2/1;2+3/0
7_7.3814	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38140	7	7	12	2	0	2+2/1;2+3/0
7_7.38141	7	7	12	2	0	2+2/1;2+3/0
7_7.38142	7	7	12	2	1	2+2/1;3+3/1
7_7.38143	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38144	7	7	12	2	1	2+2/1;3+3/1
7_7.38145	7	7	12	2	0	2+2/1;2+3/0
7_7.38146	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38147	7	7	12	2	1	2+2/1;3+3/1
7_7.38148	7	7	12	2	1	2+2/1;3+3/1
7_7.38149	7	7	12	2	0	2+2/1;2+3/0
7_7.3815	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38150	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38151	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38152	7	7	12	2	1	2+2/1;3+3/1
7_7.38153	7	7	12	1	1	2+2/1
7_7.38154	7	7	12	1	1	2+2/1
7_7.38155	7	7	12	1	1	2+2/1
7_7.38156	7	7	12	1	1	2+2/1
7_7.38157	7	7	12	2	1	2+2/1;3+3/1
7_7.38158	7	7	12	2	1	2+2/1;3+3/1
7_7.38159	7	7	12	1	1	2+2/1
7_7.3816	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38160	7	7	12	2	1	2+2/1;3+3/1
7_7.38161	7	7	12	2	1	2+2/1;3+3/1
7_7.38162	7	7	12	2	1	2+2/1;3+3/1
7_7.38163	7	7	12	1	1	2+2/1
7_7.38164	7	7	12	1	1	2+2/1
7_7.38165	7	7	12	2	1	2+2/1;3+3/1
7_7.38166	7	7	12	2	1	2+2/1;3+3/1
7_7.38167	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38168	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38169	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.3817	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38170	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38171	7	7	12	2	0	2+2/1;2+3/0
7_7.38172	7	7	12	2	0	2+2/1;2+3/0
7_7.38173	7	7	12	2	0	2+2/1;2+3/0
7_7.38174	7	7	12	2	0	2+2/1;2+3/0
7_7.38175	7	7	12	2	1	2+2/1;3+3/1
7_7.38176	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38177	7	7	12	2	1	2+2/1;3+3/1
7_7.38178	7	7	12	2	0	2+2/1;2+3/0
7_7.38179	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.3818	7	7	12	3	0	1+2/0;2+2/1;2+3/0
7_7.38180	7	7	12	2	1	2+2/1;3+3/1
7_7.38181	7	7	12	2	1	2+2/1;3+3/1
7_7.38182	7	7	12	2	0	2+2/1;2+3/0
7_7.38183	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38184	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38185	7	7	12	2	1	2+2/1;3+3/1
7_7.38186	7	7	12	1	1	2+2/1
7_7.38187	7	7	12	1	1	2+2/1
7_7.38188	7	7	12	1	1	2+2/1
7_7.38189	7	7	12	1	1	2+2/1
7_7.3819	7	7	12	3	0	1+2/0;2+2/1;2+3/0
7_7.38190	7	7	12	2	1	2+2/1;3+3/1
7_7.38191	7	7	12	2	1	2+2/1;3+3/1
7_7.38192	7	7	12	1	1	2+2/1
7_7.38193	7	7	12	2	1	2+2/1;3+3/1
7_7.38194	7	7	12	2	1	2+2/1;3+3/1
7_7.38195	7	7	12	2	1	2+2/1;3+3/1
7_7.38196	7	7	12	1	1	2+2/1
7_7.38197	7	7	12	1	1	2+2/1
7_7.38198	7	7	12	2	1	2+2/1;3+3/1
7_7.38199	7	7	12	2	1	2+2/1;3+3/1
7_7.382	7	7	12	2	0	2+2/1;2+3/0
7_7.3820	7	7	12	3	0	1+2/0;2+2/1;2+3/0
7_7.38200	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38201	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38202	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38203	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38204	7	7	12	2	0	2+2/1;2+3/0
7_7.38205	7	7	12	2	0	2+2/1;2+3/0
7_7.38206	7	7	12	2	0	2+2/1;2+3/0
7_7.38207	7	7	12	2	0	2+2/1;2+3/0
7_7.38208	7	7	12	2	1	2+2/1;3+3/1
7_7.38209	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.3821	7	7	12	3	0	1+2/0;2+2/1;2+3/0
7_7.38210	7	7	12	2	1	2+2/1;3+3/1
7_7.38211	7	7	12	2	0	2+2/1;2+3/0
7_7.38212	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38213	7	7	12	2	1	2+2/1;3+3/1
7_7.38214	7	7	12	2	1	2+2/1;3+3/1
7_7.38215	7	7	12	2	0	2+2/1;2+3/0
7_7.38216	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38217	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38218	7	7	12	2	1	2+2/1;3+3/1
7_7.38219	7	7	12	1	1	2+2/1
7_7.3822	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38220	7	7	12	1	1	2+2/1
7_7.38221	7	7	12	1	1	2+2/1
7_7.38222	7	7	12	1	1	2+2/1
7_7.38223	7	7	12	2	1	2+2/1;3+3/1
7_7.38224	7	7	12	2	1	2+2/1;3+3/1
7_7.38225	7	7	12	1	1	2+2/1
7_7.38226	7	7	12	2	1	2+2/1;3+3/1
7_7.38227	7	7	12	2	1	2+2/1;3+3/1
7_7.38228	7	7	12	2	1	2+2/1;3+3/1
7_7.38229	7	7	12	1	1	2+2/1
7_7.3823	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38230	7	7	12	1	1	2+2/1
7_7.38231	7	7	12	2	1	2+2/1;3+3/1
7_7.38232	7	7	12	3	1	2+2/1;3+3/1;4+4/1
7_7.38233	7	7	12	4	0	2+2/1;2+3/0;3+3/1;4+4/1
7_7.38234	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38235	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38236	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38237	7	7	12	2	0	2+2/1;2+3/0
7_7.38238	7	7	12	2	0	2+2/1;2+3/0
7_7.38239	7	7	12	2	0	2+2/1;2+3/0
7_7.3824	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38240	7	7	12	2	0	2+2/1;2+3/0
7_7.38241	7	7	12	2	1	2+2/1;3+3/1
7_7.38242	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38243	7	7	12	3	1	2+2/1;3+3/1;4+4/1
7_7.38244	7	7	12	2	0	2+2/1;2+3/0
7_7.38245	7	7	12	4	0	2+2/1;2+3/0;3+3/1;4+4/1
7_7.38246	7	7	12	2	1	2+2/1;3+3/1
7_7.38247	7	7	12	2	1	2+2/1;3+3/1
7_7.38248	7	7	12	2	0	2+2/1;2+3/0
7_7.38249	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.3825	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38250	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38251	7	7	12	2	1	2+2/1;3+3/1
7_7.38252	7	7	12	1	1	2+2/1
7_7.38253	7	7	12	1	1	2+2/1
7_7.38254	7	7	12	1	1	2+2/1
7_7.38255	7	7	12	1	1	2+2/1
7_7.38256	7	7	12	2	1	2+2/1;3+3/1
7_7.38257	7	7	12	2	1	2+2/1;3+3/1
7_7.38258	7	7	12	1	1	2+2/1
7_7.38259	7	7	12	2	1	2+2/1;3+3/1
7_7.3826	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38260	7	7	12	2	1	2+2/1;3+3/1
7_7.38261	7	7	12	2	1	2+2/1;3+3/1
7_7.38262	7	7	12	1	1	2+2/1
7_7.38263	7	7	12	1	1	2+2/1
7_7.38264	7	7	12	2	1	2+2/1;3+3/1
7_7.38265	7	7	12	3	1	2+2/1;3+3/1;4+4/1
7_7.38266	7	7	12	4	0	2+2/1;2+3/0;3+3/1;4+4/1
7_7.38267	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38268	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38269	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.3827	7	7	12	3	0	1+2/0;2+2/1;2+3/0
7_7.38270	7	7	12	2	0	2+2/1;2+3/0
7_7.38271	7	7	12	2	0	2+2/1;2+3/0
7_7.38272	7	7	12	2	0	2+2/1;2+3/0
7_7.38273	7	7	12	2	0	2+2/1;2+3/0
7_7.38274	7	7	12	2	1	2+2/1;3+3/1
7_7.38275	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38276	7	7	12	3	1	2+2/1;3+3/1;4+4/1
7_7.38277	7	7	12	2	0	2+2/1;2+3/0
7_7.38278	7	7	12	4	0	2+2/1;2+3/0;3+3/1;4+4/1
7_7.38279	7	7	12	2	1	2+2/1;3+3/1
7_7.3828	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38280	7	7	12	2	1	2+2/1;3+3/1
7_7.38281	7	7	12	2	0	2+2/1;2+3/0
7_7.38282	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38283	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38284	7	7	12	2	1	2+2/1;3+3/1
7_7.38285	7	7	12	1	1	2+2/1
7_7.38286	7	7	12	1	1	2+2/1
7_7.38287	7	7	12	1	1	2+2/1
7_7.38288	7	7	12	1	1	2+2/1
7_7.38289	7	7	12	2	1	2+2/1;3+3/1
7_7.3829	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38290	7	7	12	2	1	2+2/1;3+3/1
7_7.38291	7	7	12	1	1	2+2/1
7_7.38292	7	7	12	2	1	2+2/1;3+3/1
7_7.38293	7	7	12	2	1	2+2/1;3+3/1
7_7.38294	7	7	12	2	1	2+2/1;3+3/1
7_7.38295	7	7	12	1	1	2+2/1
7_7.38296	7	7	12	1	1	2+2/1
7_7.38297	7	7	12	2	1	2+2/1;3+3/1
7_7.38298	7	7	12	2	1	2+2/1;3+3/1
7_7.38299	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.383	7	7	12	2	0	2+2/1;2+3/0
7_7.3830	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38300	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38301	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38302	7	7	12	4	0	2+2/1;2+3/0;3+3/1;4+4/1
7_7.38303	7	7	12	2	0	2+2/1;2+3/0
7_7.38304	7	7	12	2	0	2+2/1;2+3/0
7_7.38305	7	7	12	2	0	2+2/1;2+3/0
7_7.38306	7	7	12	2	0	2+2/1;2+3/0
7_7.38307	7	7	12	2	1	2+2/1;3+3/1
7_7.38308	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38309	7	7	12	2	1	2+2/1;3+3/1
7_7.3831	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38310	7	7	12	2	0	2+2/1;2+3/0
7_7.38311	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38312	7	7	12	2	1	2+2/1;3+3/1
7_7.38313	7	7	12	2	1	2+2/1;3+3/1
7_7.38314	7	7	12	2	0	2+2/1;2+3/0
7_7.38315	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38316	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38317	7	7	12	3	1	2+2/1;3+3/1;4+4/1
7_7.38318	7	7	12	1	1	2+2/1
7_7.38319	7	7	12	1	1	2+2/1
7_7.3832	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38320	7	7	12	1	1	2+2/1
7_7.38321	7	7	12	1	1	2+2/1
7_7.38322	7	7	12	2	1	2+2/1;3+3/1
7_7.38323	7	7	12	2	1	2+2/1;3+3/1
7_7.38324	7	7	12	1	1	2+2/1
7_7.38325	7	7	12	2	1	2+2/1;3+3/1
7_7.38326	7	7	12	2	1	2+2/1;3+3/1
7_7.38327	7	7	12	2	1	2+2/1;3+3/1
7_7.38328	7	7	12	1	1	2+2/1
7_7.38329	7	7	12	1	1	2+2/1
7_7.3833	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38330	7	7	12	2	1	2+2/1;3+3/1
7_7.38331	7	7	12	2	1	2+2/1;3+3/1
7_7.38332	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38333	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38334	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38335	7	7	12	4	0	2+2/1;2+3/0;3+3/1;4+4/1
7_7.38336	7	7	12	2	0	2+2/1;2+3/0
7_7.38337	7	7	12	2	0	2+2/1;2+3/0
7_7.38338	7	7	12	2	0	2+2/1;2+3/0
7_7.38339	7	7	12	2	0	2+2/1;2+3/0
7_7.3834	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38340	7	7	12	2	1	2+2/1;3+3/1
7_7.38341	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38342	7	7	12	2	1	2+2/1;3+3/1
7_7.38343	7	7	12	2	0	2+2/1;2+3/0
7_7.38344	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38345	7	7	12	2	1	2+2/1;3+3/1
7_7.38346	7	7	12	2	1	2+2/1;3+3/1
7_7.38347	7	7	12	2	0	2+2/1;2+3/0
7_7.38348	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38349	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.3835	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38350	7	7	12	3	1	2+2/1;3+3/1;4+4/1
7_7.38351	7	7	12	1	1	2+2/1
7_7.38352	7	7	12	1	1	2+2/1
7_7.38353	7	7	12	1	1	2+2/1
7_7.38354	7	7	12	2	1	2+2/1;3+3/1
7_7.38355	7	7	12	1	1	2+2/1
7_7.38356	7	7	12	2	1	2+2/1;3+3/1
7_7.38357	7	7	12	2	1	2+2/1;3+3/1
7_7.38358	7	7	12	2	1	2+2/1;3+3/1
7_7.38359	7	7	12	1	1	2+2/1
7_7.3836	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38360	7	7	12	2	1	2+2/1;3+3/1
7_7.38361	7	7	12	2	1	2+2/1;3+3/1
7_7.38362	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38363	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38364	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38365	7	7	12	2	0	2+2/1;2+3/0
7_7.38366	7	7	12	2	0	2+2/1;2+3/0
7_7.38367	7	7	12	2	0	2+2/1;2+3/0
7_7.38368	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38369	7	7	12	2	1	2+2/1;3+3/1
7_7.3837	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38370	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38371	7	7	12	2	1	2+2/1;3+3/1
7_7.38372	7	7	12	2	1	2+2/1;3+3/1
7_7.38373	7	7	12	2	0	2+2/1;2+3/0
7_7.38374	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38375	7	7	12	2	1	2+2/1;3+3/1
7_7.38376	7	7	12	1	1	2+2/1
7_7.38377	7	7	12	2	1	2+2/1;3+3/1
7_7.38378	7	7	12	2	1	2+2/1;3+3/1
7_7.38379	7	7	12	2	1	2+2/1;3+3/1
7_7.3838	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38380	7	7	12	1	1	2+2/1
7_7.38381	7	7	12	1	1	2+2/1
7_7.38382	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38383	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38384	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38385	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38386	7	7	12	2	1	2+2/1;3+3/1
7_7.38387	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38388	7	7	12	2	1	2+2/1;3+3/1
7_7.38389	7	7	12	2	0	2+2/1;2+3/0
7_7.3839	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38390	7	7	12	2	1	2+2/1;3+3/1
7_7.38391	7	7	12	2	1	2+2/1;3+3/1
7_7.38392	7	7	12	2	0	2+2/1;2+3/0
7_7.38393	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38394	7	7	12	2	1	2+2/1;3+3/1
7_7.38395	7	7	12	1	1	2+2/1
7_7.38396	7	7	12	2	1	2+2/1;3+3/1
7_7.38397	7	7	12	2	1	2+2/1;3+3/1
7_7.38398	7	7	12	2	1	2+2/1;3+3/1
7_7.38399	7	7	12	1	1	2+2/1
7_7.384	7	7	12	2	0	2+2/1;2+3/0
7_7.3840	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38400	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38401	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38402	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38403	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38404	7	7	12	2	1	2+2/1;3+3/1
7_7.38405	7	7	12	2	1	2+2/1;3+3/1
7_7.38406	7	7	12	2	1	2+2/1;3+3/1
7_7.38407	7	7	12	2	0	2+2/1;2+3/0
7_7.38408	7	7	12	1	1	2+2/1
7_7.38409	7	7	12	1	1	2+2/1
7_7.3841	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38410	7	7	12	1	1	2+2/1
7_7.38411	7	7	12	2	1	2+2/1;3+3/1
7_7.38412	7	7	12	1	1	2+2/1
7_7.38413	7	7	12	2	0	2+2/1;2+3/0
7_7.38414	7	7	12	2	0	2+2/1;2+3/0
7_7.38415	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38416	7	7	12	2	0	2+2/1;2+3/0
7_7.38417	7	7	12	1	1	2+2/1
7_7.38418	7	7	12	1	1	2+2/1
7_7.38419	7	7	12	1	1	2+2/1
7_7.3842	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38420	7	7	12	2	1	2+2/1;3+3/1
7_7.38421	7	7	12	1	1	2+2/1
7_7.38422	7	7	12	2	1	2+2/1;3+3/1
7_7.38423	7	7	12	1	1	2+2/1
7_7.38424	7	7	12	2	1	2+2/1;3+3/1
7_7.38425	7	7	12	3	1	2+2/1;3+3/1;4+4/1
7_7.38426	7	7	12	2	0	2+2/1;2+3/0
7_7.38427	7	7	12	2	0	2+2/1;2+3/0
7_7.38428	7	7	12	2	0	2+2/1;2+3/0
7_7.38429	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.3843	7	7	12	3	0	1+2/0;2+2/1;2+3/0
7_7.38430	7	7	12	4	0	2+2/1;2+3/0;3+3/1;4+4/1
7_7.38431	7	7	12	2	0	2+2/1;2+3/0
7_7.38432	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38433	7	7	12	1	1	2+2/1
7_7.38434	7	7	12	1	1	2+2/1
7_7.38435	7	7	12	1	1	2+2/1
7_7.38436	7	7	12	1	1	2+2/1
7_7.38437	7	7	12	3	1	2+2/1;3+3/1;4+4/1
7_7.38438	7	7	12	1	1	2+2/1
7_7.38439	7	7	12	2	1	2+2/1;3+3/1
7_7.3844	7	7	12	3	0	1+2/0;2+2/1;2+3/0
7_7.38440	7	7	12	1	1	2+2/1
7_7.38441	7	7	12	1	1	2+2/1
7_7.38442	7	7	12	2	0	2+2/1;2+3/0
7_7.38443	7	7	12	2	0	2+2/1;2+3/0
7_7.38444	7	7	12	2	0	2+2/1;2+3/0
7_7.38445	7	7	12	2	0	2+2/1;2+3/0
7_7.38446	7	7	12	3	1	2+2/1;3+3/1;4+4/1
7_7.38447	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38448	7	7	12	2	0	2+2/1;2+3/0
7_7.38449	7	7	12	2	0	2+2/1;2+3/0
7_7.3845	7	7	12	3	0	1+2/0;2+2/1;2+3/0
7_7.38450	7	7	12	4	0	2+2/1;2+3/0;3+3/1;4+4/1
7_7.38451	7	7	12	1	1	2+2/1
7_7.38452	7	7	12	2	1	2+2/1;3+3/1
7_7.38453	7	7	12	1	1	2+2/1
7_7.38454	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38455	7	7	12	2	0	2+2/1;2+3/0
7_7.38456	7	7	12	1	1	2+2/1
7_7.38457	7	7	12	1	1	2+2/1
7_7.38458	7	7	12	1	1	2+2/1
7_7.38459	7	7	12	1	1	2+2/1
7_7.3846	7	7	12	3	0	1+2/0;2+2/1;2+3/0
7_7.38460	7	7	12	3	1	2+2/1;3+3/1;4+4/1
7_7.38461	7	7	12	2	1	2+2/1;3+3/1
7_7.38462	7	7	12	1	1	2+2/1
7_7.38463	7	7	12	3	1	2+2/1;3+3/1;4+4/1
7_7.38464	7	7	12	2	1	2+2/1;3+3/1
7_7.38465	7	7	12	2	1	2+2/1;3+3/1
7_7.38466	7	7	12	1	1	2+2/1
7_7.38467	7	7	12	1	1	2+2/1
7_7.38468	7	7	12	2	1	2+2/1;3+3/1
7_7.38469	7	7	12	4	0	2+2/1;3+3/1;3+4/0;4+4/1
7_7.3847	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38470	7	7	12	5	0	2+2/1;2+3/0;3+3/1;3+4/0;4+4/1
7_7.38471	7	7	12	4	0	2+2/1;2+3/0;3+3/1;4+4/1
7_7.38472	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38473	7	7	12	4	0	2+2/1;2+3/0;3+3/1;4+4/1
7_7.38474	7	7	12	2	0	2+2/1;2+3/0
7_7.38475	7	7	12	2	0	2+2/1;2+3/0
7_7.38476	7	7	12	2	0	2+2/1;2+3/0
7_7.38477	7	7	12	2	0	2+2/1;2+3/0
7_7.38478	7	7	12	3	1	2+2/1;3+3/1;4+4/1
7_7.38479	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.3848	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38480	7	7	12	4	0	2+2/1;3+3/1;3+4/0;4+4/1
7_7.38481	7	7	12	2	0	2+2/1;2+3/0
7_7.38482	7	7	12	5	0	2+2/1;2+3/0;3+3/1;3+4/0;4+4/1
7_7.38483	7	7	12	3	1	2+2/1;3+3/1;4+4/1
7_7.38484	7	7	12	2	1	2+2/1;3+3/1
7_7.38485	7	7	12	2	0	2+2/1;2+3/0
7_7.38486	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38487	7	7	12	4	0	2+2/1;2+3/0;3+3/1;4+4/1
7_7.38488	7	7	12	3	1	2+2/1;3+3/1;4+4/1
7_7.38489	7	7	12	3	1	2+2/1;3+3/1;4+4/1
7_7.3849	7	7	12	3	0	1+2/0;2+2/1;2+3/0
7_7.38490	7	7	12	2	1	2+2/1;3+3/1
7_7.38491	7	7	12	1	1	2+2/1
7_7.38492	7	7	12	3	1	2+2/1;3+3/1;4+4/1
7_7.38493	7	7	12	2	1	2+2/1;3+3/1
7_7.38494	7	7	12	1	1	2+2/1
7_7.38495	7	7	12	1	1	2+2/1
7_7.38496	7	7	12	2	1	2+2/1;3+3/1
7_7.38497	7	7	12	4	0	2+2/1;3+3/1;3+4/0;4+4/1
7_7.38498	7	7	12	4	0	2+2/1;2+3/0;3+3/1;4+4/1
7_7.38499	7	7	12	4	0	2+2/1;2+3/0;3+3/1;4+4/1
7_7.385	7	7	12	3	0	2+2/1;2+3/0;4+4/1
7_7.3850	7	7	12	3	0	1+2/0;2+2/1;2+3/0
7_7.38500	7	7	12	3	1	2+2/1;3+3/1;4+4/1
7_7.38501	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38502	7	7	12	2	0	2+2/1;2+3/0
7_7.38503	7	7	12	5	0	2+2/1;2+3/0;3+3/1;3+4/0;4+4/1
7_7.38504	7	7	12	3	1	2+2/1;3+3/1;4+4/1
7_7.38505	7	7	12	2	0	2+2/1;2+3/0
7_7.38506	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38507	7	7	12	4	0	2+2/1;2+3/0;3+3/1;4+4/1
7_7.38508	7	7	12	3	1	2+2/1;3+3/1;4+4/1
7_7.38509	7	7	12	2	1	2+2/1;3+3/1
7_7.3851	7	7	12	3	0	1+2/0;2+2/1;2+3/0
7_7.38510	7	7	12	1	1	2+2/1
7_7.38511	7	7	12	2	1	2+2/1;3+3/1
7_7.38512	7	7	12	1	1	2+2/1
7_7.38513	7	7	12	2	1	2+2/1;3+3/1
7_7.38514	7	7	12	4	0	2+2/1;3+3/1;3+4/0;4+4/1
7_7.38515	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38516	7	7	12	5	0	2+2/1;2+3/0;3+3/1;3+4/0;4+4/1
7_7.38517	7	7	12	2	0	2+2/1;2+3/0
7_7.38518	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38519	7	7	12	1	1	2+2/1
7_7.3852	7	7	12	3	0	1+2/0;2+2/1;2+3/0
7_7.38520	7	7	12	1	1	2+2/1
7_7.38521	7	7	12	1	1	2+2/1
7_7.38522	7	7	12	1	1	2+2/1
7_7.38523	7	7	12	3	1	2+2/1;3+3/1;4+4/1
7_7.38524	7	7	12	1	1	2+2/1
7_7.38525	7	7	12	3	1	2+2/1;3+3/1;4+4/1
7_7.38526	7	7	12	2	1	2+2/1;3+3/1
